"horse_name","percentage"
"ゴールドシップ","0.5"
"ステイゴールド","0.25"
"サンデーサイレンス","0.125"
"Halo","0.125"
"Hail to Reason","0.078125"
"Cosmah","0.0625"
"Wishing Well","0.0625"
"Understanding","0.03125"
"Mountain Flower","0.03125"
"ゴールデンサッシュ","0.125"
"ディクタス","0.0625"
"Sanctus","0.03125"
"Doronic","0.03125"
"ダイナサッシュ","0.0625"
"ノーザンテースト","0.03125"
"ロイヤルサッシュ","0.03125"
"ポイントフラッグ","0.25"
"メジロマックイーン","0.125"
"メジロティターン","0.0625"
"メジロアサマ","0.03125"
"シエリル","0.03125"
"メジロオーロラ","0.0625"
"リマンド","0.03125"
"メジロアイリス","0.03125"
"パストラリズム","0.125"
"プルラリズム","0.0625"
"The Minstrel","0.03125"
"Cambretta","0.03125"
"トクノエイティー","0.0625"
"トライバルチーフ","0.03125"
"アイアンルビー","0.03125"
"プレシャスライフ","0.5"
"タイキシャトル","0.25"
"Devil's Bag","0.125"
"Ballade","0.0625"
"Herbager","0.03125"
"Miss Swapsco","0.03125"
"ウェルシュマフィン","0.125"
"Caerleon","0.0625"
"Nijinsky","0.03125"
"Foreseer","0.03125"
"Muffitys","0.0625"
"Thatch","0.03125"
"Contrail","0.03125"
"スターマイライフ","0.25"
"Storm Cat","0.125"
"Storm Bird","0.0625"
"Northern Dancer","0.078125"
"South Ocean","0.03125"
"Terlingua","0.0625"
"Secretariat","0.03125"
"Crimson Saint","0.03125"
"Great Lady M.","0.125"
"Icecapade","0.0625"
"Nearctic","0.0703125"
"Shenanigans","0.03125"
"Sovereign Lady","0.0625"
"Young Emperor","0.03125"
"Sweety Kid","0.03125"
"Turn-to","0.0703125"
"Royal Charger","0.03515625"
"Nearco","0.060546875"
"Pharos","0.0498046875"
"Phalaris","0.046875"
"Scapa Flow","0.0263671875"
"Nogara","0.0283203125"
"Havresac","0.0126953125"
"Catnip","0.0126953125"
"Sun Princess","0.017578125"
"Solario","0.0166015625"
"Gainsborough","0.0419921875"
"Sun Worship","0.0087890625"
"Mumtaz Begum","0.025390625"
"Blenheim","0.048828125"
"Mumtaz Mahal","0.0263671875"
"Source Sucree","0.03515625"
"Admiral Drake","0.017578125"
"Craig an Eran","0.0087890625"
"Sunstar","0.005859375"
"Maid of the Mist","0.00390625"
"Plucky Liege","0.025390625"
"Spearmint","0.0185546875"
"Concertina","0.009765625"
"Lavendula","0.0185546875"
"Sweet Lavender","0.0078125"
