"horse_name","percentage"
"ディープインパクト","0.5"
"サンデーサイレンス","0.25"
"Halo","0.125"
"Hail to Reason","0.078125"
"Turn-to","0.0625"
"Nothirdchance","0.0390625"
"Cosmah","0.0625"
"Cosmic Bomb","0.03125"
"Almahmoud","0.078125"
"Wishing Well","0.125"
"Understanding","0.0625"
"Promised Land","0.03125"
"Pretty Ways","0.03125"
"Mountain Flower","0.0625"
"Montparnasse","0.03125"
"Edelweiss","0.03125"
"ウインドインハーヘア","0.25"
"Alzao","0.125"
"Lyphard","0.078125"
"Northern Dancer","0.125"
"Goofed","0.0390625"
"Lady Rebecca","0.0625"
"Sir Ivor","0.03125"
"Pocahontas","0.03125"
"Burghclere","0.125"
"Busted","0.0625"
"Crepello","0.03125"
"Sans le Sou","0.03125"
"Highclere","0.0625"
"Queen's Hussar","0.03125"
"Highlight","0.03125"
"リリーオブザヴァレー","0.5"
"Galileo","0.25"
"Sadler's Wells","0.125"
"Nearctic","0.078125"
"Natalma","0.078125"
"Fairy Bridge","0.0625"
"Bold Reason","0.03125"
"Special","0.03125"
"アーバンシー","0.125"
"Miswaki","0.0625"
"Mr. Prospector","0.03125"
"Hopespringseternal","0.03125"
"Allegretta","0.0625"
"Lombard","0.03125"
"Anatevka","0.03125"
"Pennegale","0.25"
"Pennekamp","0.125"
"Bering","0.0625"
"Arctic Tern","0.03125"
"Beaune","0.03125"
"Coral Dance","0.0625"
"Green Dancer","0.03125"
"Carvinia","0.03125"
"Gale Warning","0.125"
"ラストタイクーン","0.0625"
"トライマイベスト","0.03125"
"Mill Princess","0.03125"
"Gay Apparel","0.0625"
"Up Spirits","0.03125"
"Brief Attire","0.03125"
"Royal Charger","0.03125"
"Nearco","0.06640625"
"Pharos","0.0419921875"
"Phalaris","0.0439453125"
"Polymelus","0.017578125"
"Bromus","0.0146484375"
"Scapa Flow","0.025390625"
"Chaucer","0.025390625"
"Anchora","0.0078125"
"Nogara","0.03515625"
"Havresac","0.013671875"
"Rabelais","0.0126953125"
"Hors Concours","0.0048828125"
"Catnip","0.013671875"
"Spearmint","0.0185546875"
"Sibola","0.0048828125"
"Sun Princess","0.015625"
"Solario","0.01171875"
"Gainsborough","0.0458984375"
"Bayardo","0.017578125"
"Rosedrop","0.017578125"
