"horse_name","percentage"
"ノヴェリスト","0.5"
"Monsun","0.25"
"Konigsstuhl","0.125"
"Dschingis Khan","0.0625"
"Tamerlane","0.03515625"
"Donna Diana","0.03125"
"Konigskronung","0.0625"
"Tiepoletto","0.03125"
"Kronung","0.03125"
"Mosella","0.125"
"Surumu","0.0625"
"Literat","0.0625"
"Surama","0.03125"
"Monasia","0.0625"
"Authi","0.03125"
"Monacensia","0.03125"
"Night Lagoon","0.25"
"Lagunas","0.125"
"イルドブルボン","0.0625"
"Nijinsky","0.09375"
"Roseliere","0.03125"
"Liranga","0.0625"
"Love In","0.03125"
"Nenuphar","0.125"
"Night Shift","0.0625"
"Northern Dancer","0.125"
"Ciboulette","0.03125"
"Narola","0.0625"
"Nebos","0.03125"
"Nubia","0.03125"
"ランズエッジ","0.5"
"ダンスインザダーク","0.25"
"サンデーサイレンス","0.125"
"Halo","0.0625"
"Hail to Reason","0.03125"
"Cosmah","0.03125"
"Wishing Well","0.0625"
"Understanding","0.03125"
"Mountain Flower","0.03125"
"ダンシングキイ","0.125"
"Flaming Page","0.0625"
"Key Partner","0.0625"
"Key to the Mint","0.03125"
"Native Partner","0.03125"
"ウインドインハーヘア","0.25"
"Alzao","0.125"
"Lyphard","0.0625"
"Goofed","0.03125"
"Lady Rebecca","0.0625"
"Sir Ivor","0.03125"
"Pocahontas","0.03125"
"Burghclere","0.125"
"Busted","0.0625"
"Crepello","0.046875"
"Sans le Sou","0.03125"
"Highclere","0.0625"
"Queen's Hussar","0.03125"
"Highlight","0.03125"
"Persian Gulf","0.017578125"
"Bahram","0.0087890625"
"Blandford","0.0224609375"
"Swynford","0.0224609375"
"John o'Gaunt","0.00390625"
"Canterbury Pilgrim","0.0068359375"
"Blanche","0.005859375"
"White Eagle","0.0029296875"
"Black Cherry","0.001953125"
"Friar's Daughter","0.005859375"
"Friar Marcus","0.005859375"
"Cicero","0.001953125"
"Prim Nun","0.001953125"
"Garron Lass","0.0029296875"
"Roseland","0.0009765625"
"Concertina","0.00390625"
"Double Life","0.009765625"
"Bachelor's Double","0.0048828125"
"Tredennis","0.00390625"
"Kendal","0.001953125"
"St. Marguerite","0.001953125"
"Lady Bawn","0.001953125"
"Le Noir","0.0009765625"
"Milady","0.0009765625"
"Saint Joan","0.00390625"
"Willbrook","0.001953125"
"Grebe","0.0009765625"
"Nora Gough","0.0009765625"
"Flo Desmond","0.001953125"
"Desmond","0.0029296875"
"Flighty Flo","0.0009765625"
"Eastern Empress","0.017578125"
"Nearco","0.078125"
"Pharos","0.044921875"
"Phalaris","0.0390625"
"Polymelus","0.015625"
"Bromus","0.0146484375"
"Scapa Flow","0.0224609375"
"Chaucer","0.0234375"
