"horse_name","percentage"
"オルフェーヴル","0.5"
"ステイゴールド","0.25"
"サンデーサイレンス","0.125"
"Halo","0.0625"
"Hail to Reason","0.0390625"
"Cosmah","0.03125"
"Wishing Well","0.0625"
"Understanding","0.03125"
"Mountain Flower","0.03125"
"ゴールデンサッシュ","0.125"
"ディクタス","0.0625"
"Sanctus","0.03125"
"Doronic","0.03125"
"ダイナサッシュ","0.0625"
"ノーザンテースト","0.09375"
"ロイヤルサッシュ","0.03125"
"オリエンタルアート","0.25"
"メジロマックイーン","0.125"
"メジロティターン","0.0625"
"メジロアサマ","0.03125"
"シエリル","0.03125"
"メジロオーロラ","0.0625"
"リマンド","0.03125"
"メジロアイリス","0.03125"
"エレクトロアート","0.125"
"Northern Dancer","0.125"
"Lady Victoria","0.0625"
"グランマスティーヴンス","0.0625"
"Lt. Stevens","0.03125"
"Dhow","0.03125"
"メーヴェ","0.5"
"Motivator","0.25"
"モンジュー","0.125"
"Sadler's Wells","0.0625"
"Fairy Bridge","0.03125"
"Floripedes","0.0625"
"Top Ville","0.03125"
"Toute Cy","0.03125"
"Out West","0.125"
"Gone West","0.0625"
"Mr. Prospector","0.03125"
"Secrettame","0.03125"
"Chellingoua","0.0625"
"Sharpen Up","0.03125"
"Uncommitted","0.03125"
"Top Table","0.25"
"Shirley Heights","0.125"
"Mill Reef","0.0625"
"Never Bend","0.03125"
"Milan Mill","0.03125"
"Hardiemma","0.0625"
"ハーディカヌート","0.03125"
"Grand Cross","0.03125"
"Lora's Guest","0.125"
"Be My Guest","0.0625"
"What a Treat","0.03125"
"Lora","0.0625"
"Lorenzaccio","0.03125"
"Courtessa","0.03125"
"Turn-to","0.01953125"
"Royal Charger","0.009765625"
"Nearco","0.08984375"
"Pharos","0.0537109375"
"Phalaris","0.033203125"
"Scapa Flow","0.0263671875"
"Nogara","0.0419921875"
"Havresac","0.01953125"
"Catnip","0.01953125"
"Sun Princess","0.0048828125"
"Solario","0.0087890625"
"Gainsborough","0.0498046875"
"Sun Worship","0.0048828125"
"Mumtaz Begum","0.025390625"
"Blenheim","0.0380859375"
"Mumtaz Mahal","0.021484375"
"Source Sucree","0.009765625"
"Admiral Drake","0.009765625"
"Craig an Eran","0.00390625"
"Sunstar","0.00390625"
"Maid of the Mist","0.001953125"
"Plucky Liege","0.013671875"
"Spearmint","0.015625"
"Concertina","0.0048828125"
"Lavendula","0.0078125"
"Sweet Lavender","0.0029296875"
"Swynford","0.0263671875"
"Marchetta","0.001953125"
"Nothirdchance","0.01953125"
"Blue Swords","0.009765625"
"Blue Larkspur","0.0166015625"
"Black Servant","0.0078125"
"Black Toney","0.0068359375"
"Padula","0.001953125"
"Blossom Time","0.0068359375"
"North Star","0.001953125"
"Vaila","0.001953125"
"Flaming Swords","0.0048828125"
"Man o'War","0.0146484375"
"Fair Play","0.005859375"
"Mahubah","0.0048828125"
"Exalted","0.001953125"
"High Time","0.001953125"
"Lady Comfey","0.001953125"
"Galla Colors","0.009765625"
"Sir Gallahad","0.0087890625"
"Teddy","0.021484375"
"Ajax","0.00390625"
"Rondeau","0.00390625"
"Rouge et Noir","0.0048828125"
"St. Germans","0.005859375"
"Hamoaze","0.00390625"
"Baton Rouge","0.001953125"
"Baton","0.0009765625"
"Cosmic Bomb","0.015625"
"Pharamond","0.0126953125"
"Polymelus","0.009765625"
"Cyllene","0.0009765625"
"Maid Marian","0.0009765625"
"Bromus","0.0107421875"
"Sainfoin","0.0009765625"
"Cheery","0.0009765625"
"Selene","0.0400390625"
"Chaucer","0.025390625"
"St. Simon","0.0048828125"
"Canterbury Pilgrim","0.0048828125"
"Serenissima","0.017578125"
"Minoru","0.0029296875"
"Gondolette","0.0029296875"
"Banish Fear","0.0078125"
"Herodiade","0.00390625"
"Over There","0.001953125"
"Summer Girl","0.0009765625"
"Herodias","0.0029296875"
"The Tetrarch","0.0107421875"
"Honora","0.001953125"
"Almahmoud","0.0703125"
"Mahmoud","0.04296875"
"Blandford","0.0361328125"
"Blanche","0.0087890625"
"Malva","0.0185546875"
"Charles O'Malley","0.0029296875"
"Wild Arum","0.0029296875"
"Mah Mahal","0.021484375"
"Bayardo","0.0185546875"
"Rosedrop","0.017578125"
"Lady Josephine","0.005859375"
"Arbitrator","0.03515625"
"Peace Chance","0.017578125"
"Chance Shot","0.0078125"
"Quelle Chance","0.0009765625"
"Peace","0.0078125"
"Stefan the Great","0.0029296875"
"Memories","0.0009765625"
"Mother Goose","0.017578125"
"Chicle","0.0078125"
"Lady Hamburg","0.0009765625"
"Flying Witch","0.0078125"
"Broomstick","0.001953125"
"Fly by Night","0.0009765625"
"Promised Land","0.015625"
"Palestinian","0.0078125"
