"horse_name","percentage"
"ルーラーシップ","0.5"
"キングカメハメハ","0.25"
"Kingmambo","0.125"
"Mr. Prospector","0.0625"
"Raise a Native","0.03125"
"Gold Digger","0.03125"
"Miesque","0.0625"
"Nureyev","0.03125"
"Pasadoble","0.03125"
"マンファス","0.125"
"ラストタイクーン","0.0625"
"トライマイベスト","0.03125"
"Mill Princess","0.03125"
"Pilot Bird","0.0625"
"Blakeney","0.03125"
"The Dancer","0.03125"
"エアグルーヴ","0.25"
"トニービン","0.125"
"カンパラ","0.0625"
"Kalamoun","0.03125"
"State Pension","0.03125"
"Severn Bridge","0.0625"
"Hornbeam","0.0390625"
"Priddy Fair","0.03125"
"ダイナカール","0.125"
"ノーザンテースト","0.0625"
"Northern Dancer","0.10546875"
"Lady Victoria","0.03125"
"シャダイフェザー","0.0625"
"ガーサント","0.03125"
"パロクサイド","0.03125"
"アンチュラス","0.5"
"ディープインパクト","0.25"
"サンデーサイレンス","0.125"
"Halo","0.0625"
"Hail to Reason","0.03125"
"Cosmah","0.03125"
"Wishing Well","0.0625"
"Understanding","0.03125"
"Mountain Flower","0.03125"
"ウインドインハーヘア","0.125"
"Alzao","0.0625"
"Lyphard","0.03125"
"Lady Rebecca","0.03125"
"Burghclere","0.0625"
"Busted","0.03125"
"Highclere","0.03125"
"アンチョ","0.25"
"ワイルドゾーン","0.125"
"Wild Again","0.0625"
"Icecapade","0.03125"
"Bushel-n-Peck","0.03125"
"Music Zone","0.0625"
"The Minstrel","0.03125"
"Sharp Zone","0.03125"
"Ruth Ann d'Or","0.125"
"Tour d'Or","0.0625"
"Medaille d'Or","0.03125"
"Debby's Turn","0.03125"
"Loudmouth Time","0.0625"
"Honey Jay","0.03125"
"Baby Martini","0.03125"
"Native Dancer","0.0498046875"
"Polynesian","0.0244140625"
"Unbreakable","0.01171875"
"Sickle","0.005859375"
"Phalaris","0.0263671875"
"Selene","0.046875"
"Blue Glass","0.00390625"
"Prince Palatine","0.0029296875"
"Hour Glass","0.0009765625"
