アンライバルド,ネオユニヴァース,サンデーサイレンス,Halo,Hail to Reason
,,,,Cosmah
,,,Wishing Well,Understanding
,,,,Mountain Flower
,,ポインテッドパス,Kris,Sharpen Up
,,,,Doubly Sure
,,,Silken Way,Shantung
,,,,Boulevard
,バレークイーン,Sadler's Wells,Northern Dancer,Nearctic
,,,,Natalma
,,,Fairy Bridge,Bold Reason
,,,,Special
,,Sun Princess,イングリッシュプリンス,Petingo
,,,,English Miss
,,,Sunny Valley,Val de Loir
,,,,Sunland
スズカダーリン,タイキシャトル,Devil's Bag,Halo,Hail to Reason
,,,,Cosmah
,,,Ballade,Herbager
,,,,Miss Swapsco
,,ウェルシュマフィン,Caerleon,Nijinsky
,,,,Foreseer
,,,Muffitys,Thatch
,,,,Contrail
,プレアデス,ラストタイクーン,トライマイベスト,Northern Dancer
,,,,Sex Appeal
,,,Mill Princess,Mill Reef
,,,,Irish Lass
,,エチケット,Raja Baba,Bold Ruler
,,,,Missy Baba
,,,Gold Mine,Raise a Native
,,,,Gold Digger
