カレンブラックヒル,ダイワメジャー,サンデーサイレンス,Halo,Hail to Reason
,,,,Cosmah
,,,Wishing Well,Understanding
,,,,Mountain Flower
,,スカーレットブーケ,ノーザンテースト,Northern Dancer
,,,,Lady Victoria
,,,スカーレットインク,Crimson Satan
,,,,Consentida
,チャールストンハーバー,Grindstone,Unbridled,Fappiano
,,,,Gana Facil
,,,Buzz My Bell,Drone
,,,,Chateaupavia
,,Penny's Valentine,Storm Cat,Storm Bird
,,,,Terlingua
,,,Mrs. Penny,Great Nephew
,,,,Tananarive
ジプシーダンサー,ウォーニング,Known Fact,In Reality,Intentionally
,,,,My Dear Girl
,,,Tamerett,Tim Tam
,,,,Mixed Marriage
,,Slightly Dangerous,Roberto,Hail to Reason
,,,,Bramalea
,,,Where You Lead,Raise a Native
,,,,Noblesse
,インヴァイト,Be My Guest,Northern Dancer,Nearctic
,,,,Natalma
,,,What a Treat,Tudor Minstrel
,,,,Rare Treat
,,Burghclere,Busted,Crepello
,,,,Sans le Sou
,,,Highclere,Queen's Hussar
,,,,Highlight
