ダノンシャンティ,フジキセキ,サンデーサイレンス,Halo,Hail to Reason
,,,,Cosmah
,,,Wishing Well,Understanding
,,,,Mountain Flower
,,ミルレーサー,Le Fabuleux,Wild Risk
,,,,Anguar
,,,Marston's Mill,In Reality
,,,,Millicent
,シャンソネット,Mark of Esteem,Darshaan,Shirley Heights
,,,,Delsy
,,,Homage,Ajdal
,,,,Home Love
,,Glorious Song,Halo,Hail to Reason
,,,,Cosmah
,,,Ballade,Herbager
,,,,Miss Swapsco
プロスペラスマム,マイネルセレクト,フォーティナイナー,Mr. Prospector,Raise a Native
,,,,Gold Digger
,,,File,Tom Rolfe
,,,,Continue
,,ウメノアスコット,ラッキーソブリン,Nijinsky
,,,,Sovereign
,,,ハギノトップレディ,サンシー
,,,,イツトー
,グラッドハンド,コマンダーインチーフ,ダンシングブレーヴ,Lyphard
,,,,Navajo Princess
,,,Slightly Dangerous,Roberto
,,,,Where You Lead
,,グリーシャンコレー,Alysheba,Alydar
,,,,Bel Sheba
,,,Grecian Flight,Cormorant
,,,,Green Greek
