アポロソニック,Big Brown,Boundary,Danzig,Northern Dancer
,,,,Pas de Nom
,,,Edge,Damascus
,,,,Ponte Vecchio
,,Mien,Nureyev,Northern Dancer
,,,,Special
,,,Miasma,Lear Fan
,,,,Syrian Circle
,Purely Surprized,Pure Prize,Storm Cat,Storm Bird
,,,,Terlingua
,,,Heavenly Prize,Seeking the Gold
,,,,Oh What a Dance
,,Raise the Prize,Prized,Kris S.
,,,,My Turbulent Miss
,,,Raised Clean,Raise a Man
,,,,Song of Nashua
アポロレレ,ディープスカイ,アグネスタキオン,サンデーサイレンス,Halo
,,,,Wishing Well
,,,アグネスフローラ,ロイヤルスキー
,,,,アグネスレディー
,,アビ,Chief's Crown,Danzig
,,,,Six Crowns
,,,Carmelized,Key to the Mint
,,,,Carmelize
,チョウノヨウニマイ,Broad Brush,Ack Ack,Battle Joined
,,,,Fast Turn
,,,Hay Patcher,Hoist the Flag
,,,,Turn to Talent
,,Gold Princess,Prospector's Halo,Gold Stage
,,,,Rivenoak
,,,Needles Lady,On to Glory
,,,,Apron Strings
