サウスヴィグラス,エンドスウィープ,フォーティナイナー,Mr. Prospector,Raise a Native
,,,,Gold Digger
,,,File,Tom Rolfe
,,,,Continue
,,Broom Dance,Dance Spell,Northern Dancer
,,,,Obeah
,,,Witching Hour,Thinking Cap
,,,,Enchanted Eve
,ダーケストスター,Star de Naskra,Naskra,Nasram
,,,,Iskra
,,,Candle Star,Clandestine
,,,,Star Minstrel
,,Minnie Riperton,Cornish Prince,Bold Ruler
,,,,Teleran
,,,English Harbor,War Admiral
,,,,Level Sands
エスコルピオン,ダンスインザダーク,サンデーサイレンス,Halo,Hail to Reason
,,,,Cosmah
,,,Wishing Well,Understanding
,,,,Mountain Flower
,,ダンシングキイ,Nijinsky,Northern Dancer
,,,,Flaming Page
,,,Key Partner,Key to the Mint
,,,,Native Partner
,フィールドソング,Gulch,Mr. Prospector,Raise a Native
,,,,Gold Digger
,,,Jameela,Rambunctious
,,,,Asbury Mary
,,A Kiss for Luck,Reflected Glory,Jester
,,,,Lysistrate
,,,Painted Flag,Dusty Canyon
,,,,Duchess Peg
