クロフネ,フレンチデピュティ,Deputy Minister,Vice Regent,Northern Dancer
,,,,Victoria Regina
,,,Mint Copy,Bunty's Flight
,,,,Shakney
,,Mitterand,Hold Your Peace,Speak John
,,,,Blue Moon
,,,Laredo Lass,Bold Ruler
,,,,Fortunate Isle
,ブルーアヴェニュー,Classic Go Go,Pago Pago,Matrice
,,,,Pompilia
,,,Classic Perfection,Never Bend
,,,,Mira Femme
,,Eliza Blue,Icecapade,Nearctic
,,,,Shenanigans
,,,コレラ,Roberto
,,,,Catania
アドマイヤバレー,サンデーサイレンス,Halo,Hail to Reason,Turn-to
,,,,Nothirdchance
,,,Cosmah,Cosmic Bomb
,,,,Almahmoud
,,Wishing Well,Understanding,Promised Land
,,,,Pretty Ways
,,,Mountain Flower,Montparnasse
,,,,Edelweiss
,シアラスダンサー,Gate Dancer,Sovereign Dancer,Northern Dancer
,,,,Bold Princess
,,,Sun Gate,Bull Lea
,,,,Prince's Gate
,,Dautie,Gunflint,Rough'n Tumble
,,,,Roman Image
,,,Croalize,Crozier
,,,,Visualize
