スピルバーグ,ディープインパクト,サンデーサイレンス,Halo,Hail to Reason
,,,,Cosmah
,,,Wishing Well,Understanding
,,,,Mountain Flower
,,ウインドインハーヘア,Alzao,Lyphard
,,,,Lady Rebecca
,,,Burghclere,Busted
,,,,Highclere
,プリンセスオリビア,Lycius,Mr. Prospector,Raise a Native
,,,,Gold Digger
,,,Lypatia,Lyphard
,,,,Hypatia
,,Dance Image,Sadler's Wells,Northern Dancer
,,,,Fairy Bridge
,,,Diamond Spring,Vaguely Noble
,,,,Dumfries
オルターネイティヴ,タイキシャトル,Devil's Bag,Halo,Hail to Reason
,,,,Cosmah
,,,Ballade,Herbager
,,,,Miss Swapsco
,,ウェルシュマフィン,Caerleon,Nijinsky
,,,,Foreseer
,,,Muffitys,Thatch
,,,,Contrail
,リスクアタッチ,Private Account,Damascus,Sword Dancer
,,,,Kerala
,,,Numbered Account,Buckpasser
,,,,Intriguing
,,Ambassador of Luck,What Luck,Bold Ruler
,,,,Irish Jay
,,,Detente,Dark Ruler
,,,,Cedquest
