アンライバルド,ネオユニヴァース,サンデーサイレンス,Halo,Hail to Reason
,,,,Cosmah
,,,Wishing Well,Understanding
,,,,Mountain Flower
,,ポインテッドパス,Kris,Sharpen Up
,,,,Doubly Sure
,,,Silken Way,Shantung
,,,,Boulevard
,バレークイーン,Sadler's Wells,Northern Dancer,Nearctic
,,,,Natalma
,,,Fairy Bridge,Bold Reason
,,,,Special
,,Sun Princess,イングリッシュプリンス,Petingo
,,,,English Miss
,,,Sunny Valley,Val de Loir
,,,,Sunland
ウルトラエナジー,マヤノトップガン,ブライアンズタイム,Roberto,Hail to Reason
,,,,Bramalea
,,,Kelley's Day,Graustark
,,,,Golden Trail
,,アルプミープリーズ,Blushing Groom,Red God
,,,,Runaway Bride
,,,Swiss,Vaguely Noble
,,,,Gala Host
,ファーストゴシップ,アレミロード,Tom Rolfe,Ribot
,,,,Pocahontas
,,,Why Me Lord,Bold Reasoning
,,,,Tomorrowland
,,レディゴシップ,ノーザンテースト,Northern Dancer
,,,,Lady Victoria
,,,レディフランダーズ,Chieftain
,,,,Moll Flanders
