"horse_name","percentage"
"キングカメハメハ","0.5"
"Kingmambo","0.25"
"Mr. Prospector","0.125"
"Raise a Native","0.09375"
"Native Dancer","0.095703125"
"Raise You","0.0625"
"Gold Digger","0.0625"
"Nashua","0.03125"
"Sequence","0.03125"
"Miesque","0.125"
"Nureyev","0.0625"
"Northern Dancer","0.0703125"
"Special","0.03125"
"Pasadoble","0.0625"
"Prove Out","0.03125"
"Santa Quilla","0.03125"
"マンファス","0.25"
"ラストタイクーン","0.125"
"トライマイベスト","0.0625"
"Sex Appeal","0.03125"
"Mill Princess","0.0625"
"Mill Reef","0.03125"
"Irish Lass","0.03125"
"Pilot Bird","0.125"
"Blakeney","0.0625"
"Hethersett","0.03125"
"Windmill Girl","0.03125"
"The Dancer","0.0625"
"Green Dancer","0.03125"
"Khazaeen","0.03125"
"トリプレックス","0.5"
"サンデーサイレンス","0.25"
"Halo","0.125"
"Hail to Reason","0.0625"
"Turn-to","0.046875"
"Nothirdchance","0.03125"
"Cosmah","0.0625"
"Cosmic Bomb","0.03125"
"Almahmoud","0.064453125"
"Wishing Well","0.125"
"Understanding","0.0625"
"Promised Land","0.03125"
"Pretty Ways","0.03125"
"Mountain Flower","0.0625"
"Montparnasse","0.03125"
"Edelweiss","0.03125"
"トリプルワウ","0.25"
"Coastal","0.125"
"Majestic Prince","0.0625"
"Gay Hostess","0.03125"
"Alluvial","0.0625"
"Buckpasser","0.046875"
"Bayou","0.03125"
"Iva Reputation","0.125"
"Sir Ivor","0.0625"
"Sir Gaylord","0.03125"
"Attica","0.03125"
"Reputation","0.0625"
"Hillary","0.046875"
"Venturanza","0.03125"
"Polynesian","0.0478515625"
"Unbreakable","0.0234375"
"Sickle","0.01171875"
"Phalaris","0.04296875"
"Polymelus","0.0224609375"
"Bromus","0.0166015625"
"Selene","0.0400390625"
"Chaucer","0.02734375"
"Serenissima","0.0185546875"
"Blue Glass","0.01171875"
"Prince Palatine","0.009765625"
"Persimmon","0.0009765625"
"Lady Lightfoot","0.0009765625"
"Hour Glass","0.0048828125"
"Rock Sand","0.0068359375"
"Hautesse","0.0009765625"
"Black Polly","0.0234375"
"Polymelian","0.013671875"
"Cyllene","0.0048828125"
"Maid Marian","0.0029296875"
"Pasquita","0.0048828125"
