日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金
2021/11/18,大井,曇,11,東京シンデレラマイル(OP),"

",7,2,2,17.1,6,3,"
藤田凌
",55,ダ1600,良,"

**

",1:41.6,0.9,"

**

",1-1-1-1,37.9-37.6,38.5,479(+13),"

 
","


 
",ミラバーグマン,152.5
2021/05/23,佐賀,晴,10,佐賀ヴィーナスC(G),"

",12,5,6,3.1,1,5,"
山口勲
",55,ダ1400,稍,"

**

",1:28.5,0.4,"

**

",10-10-10-8,0.0-39.0,38.1,466(-8),"

 
","


 
",ロカマドール,35.0
2021/05/01,大井,晴,2,’21ネモフィラ賞競(OP),"

",7,6,6,7.5,4,3,"
御神本訓
",55,ダ1800,重,"

**

",1:53.7,0.3,"

**

",1-1-1-1,37.4-38.0,38.3,474(+5),"

 
","


 
",サルサレイア,143.0
2021/03/30,浦和,曇,11,’21ティアラC,"

",12,4,4,8.7,4,7,"
御神本訓
",56,ダ1400,重,"

**

",1:30.3,1.3,"

**

",6-6-8-9,36.5-39.1,39.6,469(-7),"

 
","


 
",レイナブローニュ, 
2021/03/11,大井,晴,12,プリムラ賞競走,"

",16,4,8,35.1,8,4,"
御神本訓
",55,ダ1400,良,"

**

",1:27.6,1.3,"

**

",9-14-12,35.4-38.5,38.4,476(+13),"

 
","


 
",マムティキング,79.5
2020/06/10,川崎,晴,11,関東オークス【指定交(G2),"

",14,8,13,20.7,8,9,"
森泰斗
",54,ダ2100,良,"

**

",2:18.7,2.4,"

**

",12-12-7-7,29.9-39.3,40.7,463(+3),"

 
","


 
",レーヌブランシュ, 
2020/05/14,園田,晴,11,のじぎく賞(G),"

",12,1,1,4.9,2,1,"
川原正一
",54,ダ1700,良,"

**

",1:52.4,-0.3,"

**

",8-8-8-9,0.0-40.4,39.5,460(-4),"

 
","


 
",(キクノナナ),700.0
2020/04/28,大井,曇,11,東京プリンセス賞競走(G),"

",16,2,4,5.8,4,10,"
森泰斗
",54,ダ1800,重,"

**

",1:56.5,2.1,"

**

",2-2-2-2,37.4-39.5,41.6,464(+2),"

 
","


 
",アクアリーブル, 
2020/03/25,浦和,晴,11,桜花賞(G),"

",11,4,4,15.6,4,2,"
森泰斗
",54,ダ1600,良,"

**

",1:41.3,0.1,"

**

",2-2-2-2,37.1-38.4,38.0,462(-7),"

 
","


 
",アクアリーブル,700.0
2020/02/19,浦和,晴,11,ユングフラウ賞(G),"

",12,7,9,12.5,4,5,"
森泰斗
",55,ダ1400,良,"

**

",1:29.4,1.2,"

**

",3-4-3-4,36.0-39.5,40.5,469(+7),"

 
","


 
",レイチェルウーズ,60.0
2019/12/31,大井,晴,10,東京2歳優駿牝馬競走(G),"

",16,1,1,9.4,4,2,"
森泰斗
",54,ダ1600,稍,"

**

",1:44.2,0.7,"

**

",1-1-1-1,36.4-42.2,42.9,462(+3),"

 
","


 
",レイチェルウーズ,700.0
2019/11/07,笠松,曇,10,ラブミーチャン記念(G),"

",10,3,3,1.5,1,1,"
川原正一
",54,ダ1600,良,"

**

",1:42.2,-0.7,"

**

",1-1-1,0.0-39.2,39.2,459(0),"

 
","


 
",(ニュータウンガール),250.0
2019/09/26,園田,晴,11,園田プリンセスC(G),"

",12,8,12,10.2,6,2,"
川原正一
",54,ダ1400,良,"

**

",1:30.6,0.4,"

**

",5-5-3-2,0.0-39.8,39.9,459(-3),"

 
","


 
",スティローザ,140.0
2019/08/29,門別,曇,12,リリーカップ〔H3〕(G),"

",13,3,3,27.1,5,12,"
山本咲希
",54,ダ1200,重,"

**

",1:15.2,2.7,"

**

",8-13,0.0-37.6,37.9,462(-2),"

 
","


 
",プリモジョーカー, 
2019/08/15,門別,曇,12,フルールカップ〔H3(G),"

",11,3,3,4.3,2,4,"
山本咲希
",54,ダ1000,稍,"

**

",1:00.9,0.5,"

**

",2-2,0.0-37.2,37.5,464(+4),"

 
","


 
",コーラルツッキー,25.0
2019/07/16,門別,曇,9,JRA認定ウィナーズ(OP),"

",11,6,6,4.9,4,3,"
山本咲希
",54,ダ1200,重,"

**

",1:13.8,0.3,"

**

",1-1,0.0-38.2,38.5,460(+10),"

 
","


 
",イッキカセイ,30.0
2019/06/13,門別,曇,5,JRA認定フレッシュ(新馬),"

",7,2,2,2.1,1,1,"
山本咲希
",53,ダ1000,良,"

**

",1:01.2,-2.0,"

**

",1-1,0.0-37.4,37.4,450(0),"

 
","


 
",(ギエムボレロ),150.0
