日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金
2021/11/18,大井,曇,9,B2六　B3五,"

",13,5,7,21.8,8,4,"
藤田凌
",53,ダ1800,良,"

**

",1:56.0,0.6,"

**

",9-8-7-6,38.7-39.1,39.3,467(-1),"

 
","


 
",フェードアウト,36.0
2021/11/03,大井,晴,11,JBCデー・フィナー,"

",11,1,1,28.5,8,2,"
福原杏
",54,ダ1800,稍,"

**

",1:56.5,0.3,"

**

",8-8-10-10,38.2-40.1,39.2,468(+1),"

 
","


 
",ブレーヴウィザード,96.0
2021/10/05,大井,晴,10,御殿坂賞競走,"

",9,6,6,29.1,7,5,"
福原杏
",54,ダ1800,稍,"

**

",1:55.8,1.0,"

**

",4-3-3-5,39.2-37.5,38.3,467(+3),"

 
","


 
",フェードアウト,24.0
2021/09/20,大井,晴,12,輝ける日々を。賞,"

",10,7,7,28.2,6,6,"
福原杏
",54,ダ1400,稍,"

**

",1:28.3,1.8,"

**

",8-7-7,36.4-38.1,39.2,464(-13),"

 
","


 
",バリチューロ, 
2021/02/17,大井,晴,10,コアレスハンター賞競,"

",13,7,11,22.3,7,8,"
達城龍次
",54,ダ1800,稍,"

**

",1:56.9,1.3,"

**

",10-10-9-9,38.7-38.8,39.0,477(+2),"

 
","


 
",コハクノユメ, 
2021/01/20,大井,晴,10,銀嶺賞競走,"

",16,6,11,48.3,10,5,"
達城龍次
",54,ダ1800,良,"

**

",1:56.5,0.2,"

**

",16-16-14-13,39.4-39.5,38.3,475(-2),"

 
","


 
",シャドウカンパニー,30.0
2020/12/24,大井,曇,9,クリスマスイブ特別競,"

",12,6,8,5.7,3,1,"
達城龍次
",54,ダ1800,良,"

**

",1:57.4,0.0,"

**

",8-9-8-9,38.7-39.7,38.8,477(0),"

 
","


 
",(ピンフドラサン),260.0
2020/12/11,大井,曇,8,#ビビアンの品川旅行,"

",14,8,13,37.7,9,5,"
福原杏
",54,ダ1600,良,"

**

",1:43.4,0.4,"

**

",9-9-10-9,38.8-39.1,38.8,477(+7),"

 
","


 
",ジューンシェイカー,12.0
2020/11/20,大井,曇,7,C1一　二三,"

",14,4,5,111.1,13,3,"
福原杏
",54,ダ1600,良,"

**

",1:42.3,0.9,"

**

",11-11-10-9,37.7-38.6,38.4,470(+5),"

 
","


 
",サーストンアクセス,30.0
2020/11/06,大井,曇,6,C1一　二三,"

",13,4,5,66.8,7,9,"
福原杏
",54,ダ1600,良,"

**

",1:43.4,1.9,"

**

",11-11-8-9,37.5-39.3,40.2,465(-9),"

 
","


 
",シャドウカンパニー, 
2020/09/11,大井,晴,8,C1一　二三,"

",11,7,9,13.9,6,4,"
福原杏
",52,ダ1600,稍,"

**

",1:43.1,2.2,"

**

",10-9-6-6,37.1-39.1,40.8,474(+4),"

 
","


 
",ベルリラ,18.0
2020/08/19,大井,晴,8,フォーチュネイトきき,"

",15,3,4,44.1,9,5,"
福原杏
",54,ダ1800,良,"

**

",1:55.9,1.1,"

**

",14-14-7-6,38.3-38.0,38.8,470(+2),"

 
","


 
",ポポラリタ,28.0
2020/08/01,大井,曇,9,C1一　二三,"

",16,5,9,47.9,11,4,"
福原杏
",52,ダ1600,稍,"

**

",1:43.5,1.7,"

**

",14-14-8-8,37.7-38.6,39.5,468(+2),"

 
","


 
",リコーシーウルフ,18.0
2020/07/10,大井,曇,7,C1一　二三,"

",14,2,2,11.8,5,3,"
福原杏
",52,ダ1600,重,"

**

",1:44.0,0.3,"

**

",11-11-10-13,35.8-41.8,41.5,466(+2),"

 
","


 
",キキョウ,30.0
2020/06/22,大井,雨,5,アマリリス特別競走,"

",7,6,6,30.0,7,2,"
福原杏
",53,ダ1700,不,"

**

",1:50.0,0.0,"

**

",7-7-5-4,30.9-40.3,40.1,464(+4),"

 
","


 
",サムズアップ,88.0
2020/06/05,大井,晴,1,3歳　500万,"

",9,4,4,77.8,8,3,"
福原杏
",53,ダ1600,良,"

**

",1:42.8,0.7,"

**

",8-9-3-3,36.8-39.3,39.9,460(0),"

 
","


 
",ジャックアバンティ,40.0
2020/05/22,大井,曇,1,3歳　800万,"

",12,5,6,107.5,9,8,"
福原杏
",53,ダ1600,不,"

**

",1:44.0,2.3,"

**

",7-7-5-6,37.2-39.6,41.7,460(0),"

 
","


 
",カズベナートル, 
2020/05/02,大井,晴,2,3歳　365万,"

",10,4,4,107.7,8,8,"
本田正重
",54,ダ1400,良,"

**

",1:29.0,1.3,"

**

",10-9-10,37.5-37.9,38.2,460(+1),"

 
","


 
",ロイヤルペガサス, 
2020/04/10,大井,晴,2,3歳　280万,"

",14,3,4,80.4,11,7,"
有年淳
",54,ダ1400,良,"

**

",1:30.6,2.5,"

**

",9-9-8,37.3-38.2,39.9,459(0),"

 
","


 
",ロイヤルペガサス, 
2020/03/19,大井,晴,6,アザミ特別競走,"

",12,8,11,24.3,6,7,"
Ｍ．ミシ
",52,ダ1600,良,"

**

",1:45.6,2.1,"

**

",4-7-8-8,38.0-39.5,41.2,459(+2),"

 
","


 
",ヘブンリーキス, 
2020/02/28,大井,晴,1,3歳　290万,"

",12,7,10,35.5,6,6,"
本田正重
",54,ダ1400,良,"

**

",1:29.8,1.8,"

**

",11-8-8,36.5-38.8,39.7,457(-1),"

 
","


 
",スティールペガサス, 
2020/02/05,大井,晴,2,3歳　280万,"

",14,1,1,12.4,5,1,"
森泰斗
",54,ダ1400,良,"

**

",1:30.7,0.0,"

**

",7-6-5,38.7-39.1,38.4,458(+12),"

 
","


 
",(ストロングチェイン),170.0
2019/10/01,大井,晴,4,2歳　特選,"

",7,3,3,6.7,3,5,"
森泰斗
",54,ダ1600,良,"

**

",1:46.3,2.9,"

**

",7-7-6-6,38.6-38.8,40.6,446(+1),"

 
","


 
",ファンシーアップ,23.0
2019/09/18,大井,雨,1,2歳　150万,"

",13,1,1,9.2,4,2,"
森泰斗
",54,ダ1400,重,"

**

",1:31.5,0.0,"

**

",8-10-9,36.9-41.7,40.7,445(-3),"

 
","


 
",デスティネ,84.0
2019/08/14,大井,晴,3,2歳　75万円,"

",11,8,10,6.1,3,3,"
岡部誠
",54,ダ1400,重,"

**

",1:31.4,1.3,"

**

",10-9-8,37.6-39.4,39.8,448(-1),"

 
","


 
",エヌワイキティ,52.5
2019/07/28,大井,晴,4,2歳　新馬(新馬),"

",5,3,3,10.4,5,3,"
岡部誠
",54,ダ1200,不,"

**

",1:16.7,1.1,"

**

",5-5,36.3-39.3,39.0,449(0),"

 
","


 
",ルーガルー,72.5
