日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金
2021/10/24,5新潟6,晴,7,3歳以上1勝クラス,"

",14,7,11,100.4,10,9,"
西村淳也
",57,ダ1200,重,"

**

",1:11.5,1.3,"

**

",13-13,33.8-36.4,36.3,472(-2),"

","



",メイショウツワブキ, 
2021/10/16,5新潟3,曇,3,3歳以上1勝クラス,"

",12,5,5,124.3,11,9,"
亀田温心
",56,ダ1200,稍,"

**

",1:12.9,1.6,"

**

",9-9,34.5-36.8,37.3,474(-4),"

","



",マイステージ, 
2021/10/10,4東京2,曇,6,3歳以上1勝クラス,"

",16,5,9,51.8,11,12,"
田辺裕信
",57,ダ1400,良,"

**

",1:26.6,1.6,"

**

",15-15,35.1-37.4,37.4,478(+8),"

","



",ミカンサン, 
2021/07/03,1福島1,曇,12,3歳以上1勝クラス,"

",16,1,1,61.9,12,12,"
武士沢友
",57,ダ1150,稍,"

**

",1:10.1,1.9,"

**

",16-15,31.0-37.2,36.9,470(-2),"

","


 
",ココラ, 
2021/04/17,3中山7,曇,7,4歳以上1勝クラス,"

",15,2,3,9.3,5,15,"
田辺裕信
",57,芝2200,良,"

**

",2:16.5,2.3,"

**

",14-15-15-15,36.8-35.3,35.9,472(-8),"

","


 
",アラタ, 
2020/11/14,5東京3,晴,8,3歳以上1勝クラス,"

",18,8,18,6.6,2,7,"
田辺裕信
",56,芝1600,良,"

**

",1:34.5,0.6,"

**

",16-15,34.5-35.6,34.4,480(+6),"

","


 
",ショーヒデキラ, 
2020/10/25,4東京6,晴,8,3歳以上1勝クラス,"

",14,4,6,3.6,2,5,"
柴田善臣
",55,芝1600,良,"

**

",1:35.0,0.8,"

**

",6-6,35.4-34.9,34.9,474(+2),"

","


 
",モーベット,76.0
2020/05/23,1新潟5,晴,10,早苗賞(1勝クラス),"

",14,6,9,5.2,3,7,"
柴田善臣
",56,芝1800,良,"

**

",1:48.4,0.6,"

**

",13-12,37.3-33.8,33.5,472(+6),"

","



",バビット, 
2020/05/02,2東京3,晴,6,3歳1勝クラス,"

",12,5,5,13.4,5,3,"
柴田善臣
",56,芝1600,良,"

**

",1:32.7,0.6,"

**

",9-10,33.8-35.2,34.3,466(-8),"

","


 
",ピーエムピンコ,180.0
2020/02/16,1東京6,曇,11,共同通信杯(G3),"

",9,4,4,32.5,7,6,"
柴田善臣
",56,芝1800,稍,"

**

",1:50.4,0.8,"

**

",6-4-5,37.6-34.3,34.6,474(+6),"

","



",ダーリントンホール, 
2019/12/15,5中山6,晴,4,2歳未勝利,"

",16,2,4,2.3,1,1,"
柴田善臣
",55,芝1600,良,"

**

",1:35.5,0.0,"

**

",11-11-8,35.9-35.8,34.7,468(-2),"

","


 
",(タイキスウォード),500.0
2019/11/17,5東京6,晴,3,2歳未勝利,"

",18,6,11,2.3,1,2,"
武士沢友
",55,芝1600,良,"

**

",1:35.6,0.0,"

**

",8-8,35.0-34.9,34.1,470(0),"

","


 
",チュウワジョーダン,200.0
2019/10/21,4東京4,曇,2,2歳未勝利,"

",14,7,12,3.9,2,3,"
武士沢友
",55,芝1600,良,"

**

",1:35.6,0.0,"

**

",6-5,35.1-35.4,35.0,470(-4),"

","


 
",セイウンヴィーナス,130.0
2019/09/29,4中山9,曇,3,2歳未勝利,"

",16,6,11,2.8,1,4,"
武士沢友
",54,芝1600,良,"

**

",1:35.3,0.3,"

**

",9-11-8,35.8-35.0,34.6,474(-4),"

","


 
",ジュエルタワー,75.0
2019/09/08,4中山2,曇,5,2歳新馬,"

",14,4,6,25.9,7,2,"
武士沢友
",54,芝1600,良,"

**

",1:35.6,0.0,"

**

",9-7-10,35.1-35.2,34.4,478(0),"

","


 
",シャインガーネット,280.0
