日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金
2021/10/17,佐賀,晴,7,騎手候補生大大大募集,"

",9,6,6,39.0,7,9,"
吉田順治
",56,ダ1400,良,"

**

",1:37.1,4.3,"

**

",4-5-9-9,0.0-39.9,43.0,448(+3),"

 
","


 
",テイエムアザヤカ, 
2021/10/09,佐賀,晴,1,C2ー17組,"

",9,4,4,64.7,7,9,"
吉田順治
",56,ダ1300,良,"

**

",1:28.4,4.7,"

**

",8-8-9-9,0.0-38.4,41.2,445(-1),"

 
","


 
",ワタシノワルツ, 
2021/09/26,佐賀,晴,2,C2ー6組,"

",9,8,8,64.3,9,9,"
吉田順治
",56,ダ1400,良,"

**

",1:35.8,3.7,"

**

",8-9-9-9,0.0-39.6,40.7,446(+2),"

 
","


 
",ブラックシープ, 
2021/09/01,佐賀,晴,3,ウェブde畜産フェア,"

",11,1,1,364.3,11,11,"
吉田順治
",56,ダ1300,良,"

**

",1:28.3,2.8,"

**

",8-8-11-11,0.0-40.1,41.4,444(+1),"

 
","


 
",ナリノパートナー, 
2021/07/17,佐賀,曇,3,うまかつ.net賞,"

",10,7,7,86.4,9,10,"
吉田順治
",56,ダ1300,不,"

**

",1:31.1,5.3,"

**

",9-9-10-10,0.0-39.5,43.2,443(+2),"

 
","


 
",シーカー, 
2021/06/27,佐賀,晴,3,C2ー6組,"

",10,2,2,82.7,8,9,"
吉田順治
",56,ダ1300,良,"

**

",1:29.2,3.1,"

**

",5-5-9-10,0.0-39.6,41.7,441(-1),"

 
","


 
",コスモユニック, 
2021/06/14,佐賀,晴,5,C2ー6組,"

",9,8,8,7.6,5,8,"
吉田順治
",56,ダ1300,良,"

**

",1:28.1,1.7,"

**

",5-4-4-6,0.0-40.6,41.9,442(0),"

 
","


 
",キングイマデショウ, 
2021/05/30,佐賀,晴,5,C2ー12組,"

",9,2,2,32.6,6,1,"
吉田順治
",56,ダ1400,良,"

**

",1:33.4,-0.6,"

**

",3-2-2-1,0.0-41.4,41.1,442(+2),"

 
","


 
",(ヒナマツリ),30.0
2021/05/14,佐賀,晴,5,C2ー10組,"

",12,6,8,65.6,8,7,"
吉田順治
",56,ダ1300,重,"

**

",1:28.1,3.1,"

**

",6-7-8-8,0.0-39.3,41.6,440(+2),"

 
","


 
",クラウンエンジニア, 
2021/05/03,佐賀, ,5,C2ー12組,"

",0,1,1, , ,,"
吉田順治
",56,ダ1400,,"


 
", , ,"


 
", , , ,計不,"

 
","


 
", , 
2021/04/18,佐賀,晴,4,C2ー16組,"

",9,3,3,21.3,5,4,"
吉田順治
",56,ダ1400,稍,"

**

",1:33.5,1.3,"

**

",2-2-3-3,0.0-40.2,41.2,438(+2),"

 
","


 
",ソードヴァルキリー,2.4
2021/04/03,佐賀,曇,2,C2ー18組,"

",9,7,7,30.3,5,4,"
吉田順治
",56,ダ1400,良,"

**

",1:32.6,1.3,"

**

",3-3-6-5,0.0-39.3,39.6,436(-2),"

 
","


 
",デイアフターデイ,2.4
2021/03/21,佐賀,曇,3,C2ー18組,"

",9,1,1,20.1,3,4,"
吉田順治
",56,ダ1400,不,"

**

",1:31.4,1.4,"

**

",6-7-9-4,0.0-39.2,39.2,438(+1),"

 
","


 
",ロワデベット,2.2
2021/03/07,佐賀,曇,4,C2ー16組,"

",10,7,7,28.4,7,8,"
吉田順治
",56,ダ1300,重,"

**

",1:27.6,2.8,"

**

",7-6-8-9,0.0-39.2,41.1,437(-5),"

 
","


 
",カシノスペリオル, 
2021/02/21,佐賀,晴,5,C2ー16組,"

",10,1,1,67.9,8,9,"
吉田順治
",56,ダ1300,重,"

**

",1:26.9,2.3,"

**

",4-4-4-8,0.0-39.0,40.8,442(-2),"

 
","


 
",ブルベアエーカー, 
