日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金
2021/11/22,浦和,雨,11,埼玉県酪農協会長賞特,"

",12,1,1,373.3,12,8,"
国分祐仁
",54,ダ2000,重,"

**

",2:17.9,2.8,"

**

",8-8-11-10,39.7-41.0,42.1,457(-1),"

 
","


 
",サンライズヴェリテ, 
2021/10/18,浦和,晴,12,十三夜特別,"

",12,8,12,232.4,11,11,"
国分祐仁
",54,ダ2000,稍,"

**

",2:18.2,4.1,"

**

",10-10-12-12,39.5-39.6,42.0,458(+5),"

 
","


 
",サンライズヴェリテ, 
2021/09/22,浦和,晴,8,C2五,"

",12,8,11,298.4,12,11,"
国分祐仁
",54,ダ1400,良,"

**

",1:32.4,2.9,"

**

",12-12-11-12,36.1-40.0,41.0,453(+2),"

 
","


 
",トロワフィーユ, 
2021/09/16,川崎,晴,8,C2四　五,"

",8,2,2,144.7,8,8,"
国分祐仁
",54,ダ1400,稍,"

**

",1:35.1,3.6,"

**

",5-5-7-7,38.7-40.6,43.4,451(-1),"

 
","


 
",ハピネスライズ, 
2021/09/04,船橋,小雨,7,C2五　六,"

",12,2,2,64.3,10,11,"
国分祐仁
",54,ダ1200,不,"

**

",1:16.7,1.3,"

**

",6-8-8,36.5-38.9,39.5,452(-3),"

 
","


 
",タイキマイスター, 
2021/08/25,浦和,曇,8,C2五　六,"

",11,3,3,15.9,8,11,"
岡田大
",54,ダ1500,稍,"

**

",1:38.7,2.0,"

**

",4-4-6-7,31.3-39.9,40.9,455(+7),"

 
","


 
",サンビンガムトン, 
2021/07/27,浦和,晴,8,C2四　五六,"

",11,7,8,46.6,9,3,"
吉留孝司
",54,ダ1500,不,"

**

",1:37.8,1.6,"

**

",3-3-3-3,31.5-38.3,39.7,448(+3),"

 
","


 
",ロマーシカ,20.0
2021/07/21,船橋,晴,5,徹底除菌できる水はe,"

",9,6,6,197.5,8,6,"
吉留孝司
",54,ダ1200,良,"

**

",1:16.3,2.3,"

**

",5-5-4,35.6-38.4,39.7,445(-7),"

 
","


 
",ダンガンシュート, 
2021/06/28,浦和,晴,7,C2二　三四,"

",11,5,5,45.3,9,5,"
国分祐仁
",54,ダ1400,良,"

**

",1:31.3,1.1,"

**

",11-10-8-7,37.9-39.4,39.0,452(+9),"

 
","


 
",ラブリースマッシュ,10.0
2021/06/15,川崎,晴,6,C2一　二三,"

",14,4,5,302.7,12,11,"
国分祐仁
",54,ダ1500,良,"

**

",1:37.7,1.4,"

**

",13-11-12-11,29.5-40.5,40.7,443(-7),"

 
","


 
",グリターテソーロ, 
2021/06/01,浦和,晴,12,梔子特別,"

",12,2,2,125.5,7,6,"
岡田大
",53,ダ2000,稍,"

**

",2:15.2,4.2,"

**

",5-6-8-6,38.3-40.0,41.4,450(+1),"

 
","


 
",マイネルカガヤキ, 
2021/05/11,浦和,晴,12,菖蒲月特別,"

",12,7,9,133.4,10,10,"
国分祐仁
",54,ダ2000,良,"

**

",2:16.4,5.2,"

**

",10-9-9-10,38.9-38.5,41.9,449(+8),"

 
","


 
",ネオマイア, 
2021/05/05,船橋,小雨,9,牡丹賞,"

",14,8,13,330.2,14,14,"
国分祐仁
",54,ダ1600,稍,"

**

",1:47.0,2.9,"

**

",6-6-5-7,38.2-39.7,42.2,441(+1),"

 
","


 
",オーロラテーラー, 
2021/04/20,川崎,晴,3,C2四　五,"

",14,8,14,98.5,9,11,"
中越琉世
",54,ダ1500,稍,"

**

",1:39.3,2.5,"

**

",5-5-4-5,30.1-41.0,43.1,440(-1),"

 
","


 
",アレグリアシチー, 
2021/03/31,浦和,晴,7,C2六　七,"

",12,5,6,33.8,7,3,"
岡田大
",54,ダ1400,稍,"

**

",1:32.5,0.6,"

**

",6-7-9-6,38.8-39.7,39.4,441(+5),"

 
","


 
",マダムフィガロ,20.0
2021/03/03,川崎,晴,5,C2四　五六,"

",12,7,10,138.8,11,7,"
中越琉世
",53,ダ1400,稍,"

**

",1:32.3,1.2,"

**

",7-7-7-8,39.6-39.2,39.8,436(-8),"

 
","


 
",クラウンウエイブ, 
2021/02/24,浦和,晴,9,飲むならやっぱり狭山,"

",12,6,8,79.6,10,5,"
寺島憂人
",54,ダ1400,良,"

**

",1:32.3,1.3,"

**

",7-6-6-6,37.4-40.0,40.5,444(-1),"

 
","


 
",キタサンツバキ,10.0
2021/02/03,浦和,晴,9,秩父シャキシャキしゃ,"

",12,3,3,42.1,8,10,"
加藤和博
",54,ダ1500,稍,"

**

",1:40.4,2.3,"

**

",8-9-10-9,30.9-40.2,40.2,445(+6),"

 
","


 
",クールモンスター, 
2021/01/06,浦和,曇,7,C2五　六七,"

",12,7,10,22.0,7,4,"
吉留孝司
",54,ダ1500,良,"

**

",1:39.0,1.6,"

**

",8-9-7-7,30.6-39.8,40.5,439(-1),"

 
","


 
",コスモオーブ,15.0
2020/12/25,浦和,晴,6,クライマックスリレー,"

",12,5,5,28.1,7,3,"
吉留孝司
",54,ダ1500,良,"

**

",1:38.6,1.6,"

**

",7-7-7-7,30.5-39.5,40.5,440(+4),"

 
","


 
",キタサンボルト,20.0
2020/12/18,川崎,晴,5,C2七　八九,"

",12,4,4,486.3,12,3,"
吉留孝司
",54,ダ1400,良,"

**

",1:32.4,1.5,"

**

",8-8-7-6,38.1-39.9,40.0,436(-5),"

 
","


 
",アルジョンブラン,25.0
2020/11/26,浦和,晴,1,浦和800ラウンド,"

",11,8,10,99.4,10,3,"
吉留孝司
",54,ダ800,稍,"

**

",0:48.8,0.5,"

**

",6-5,35.6-35.6,35.7,441(+3),"

 
","


 
",カネショウイケメン,24.0
2020/11/12,川崎,曇,3,アロー特別,"

",12,5,6,429.6,11,8,"
国分祐仁
",54,ダ900,良,"

**

",0:56.9,2.1,"

**

",10-8,29.6-37.4,38.0,438(+1),"

 
","


 
",タイセイシャイニー, 
2020/10/22,浦和,曇,1,浦和800ラウンド,"

",11,5,5,40.3,7,6,"
国分祐仁
",54,ダ800,稍,"

**

",0:49.6,1.4,"

**

",6-5,36.0-36.0,36.9,437(+3),"

 
","


 
",ソイチーノ, 
2020/10/16,川崎,晴,7,鶫特別,"

",14,3,4,373.2,13,10,"
寺島憂人
",54,ダ1600,稍,"

**

",1:46.7,2.6,"

**

",14-13-12-13,36.8-40.9,41.7,434(-5),"

 
","


 
",セイウンノア, 
2020/09/22,浦和,晴,1,浦和800ラウンド,"

",11,6,6,90.2,8,10,"
寺島憂人
",54,ダ800,良,"

**

",0:49.8,2.7,"

**

",8-9,34.9-35.2,36.8,439(+12),"

 
","


 
",エダマメ, 
