日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金
2021/11/21,佐賀,雨,1,C2ー8組,"

",8,2,2,9.0,4,8,"
飛田愛斗
",56,ダ1300,良,"

**

",1:28.6,3.1,"

**

",7-6-6-8,0.0-39.1,40.9,470(+1),"

 
","


 
",サイモンギザ, 
2021/10/23,高知,晴,3,C3ー15,"

",9,3,3,80.4,8,9,"
木村直輝
",56,ダ1400,稍,"

**

",1:42.7,9.7,"

**

",8-9-9-9,0.0-39.9,47.5,469(-1),"

 
","


 
",キラーマウンテン, 
2021/10/09,高知,晴,3,C3ー15,"

",10,7,8,80.7,7,10,"
木村直輝
",56,ダ1300,良,"

**

",1:31.8,5.6,"

**

",10-9-10-10,0.0-40.2,43.4,470(+14),"

 
","


 
",ブラックマティーニ, 
2021/09/19,高知,晴,4,チュ組祝2周年特別,"

",9,1,1,81.2,8,9,"
木村直輝
",56,ダ1300,不,"

**

",1:28.8,4.3,"

**

",8-8-9-9,0.0-39.3,41.3,456(+1),"

 
","


 
",モリノラスボス, 
2021/09/05,高知,曇,9,C3ー13,"

",11,8,11,289.7,10,11,"
妹尾将充
",55,ダ1300,良,"

**

",1:30.4,4.7,"

**

",11-11-11-11,0.0-39.9,42.6,455(+2),"

 
","


 
",トーセンポエム, 
2021/08/22,高知,曇,9,C3ー14,"

",12,7,9,33.6,5,11,"
佐原秀泰
",56,ダ1300,不,"

**

",1:28.5,5.2,"

**

",12-11-11-11,0.0-38.7,41.7,453(-10),"

 
","


 
",スケロク, 
2021/08/01,高知,晴,9,競馬部まだ続くよ特別,"

",10,7,7,38.4,6,7,"
佐原秀泰
",56,ダ1300,良,"

**

",1:29.0,1.4,"

**

",7-6-6-6,0.0-42.6,42.2,463(+6),"

 
","


 
",ビップレックス, 
2021/07/17,高知,雨,4,鴨見カモミ3周年特別,"

",12,8,12,34.8,6,9,"
佐原秀泰
",56,ダ800,不,"

**

",0:51.4,2.2,"

**

",11-10,0.0-36.4,37.7,457(-17),"

 
","


 
",ウィンターリリー, 
2021/06/23,船橋,曇,5,C3二　三,"

",12,4,4,32.0,9,10,"
山中悠希
",56,ダ1500,稍,"

**

",1:40.1,1.9,"

**

",11-11-9-9,32.2-40.0,40.6,474(+5),"

 
","


 
",パブリノ, 
2021/06/02,浦和,曇,3,C3三　四,"

",12,6,8,9.3,5,11,"
山中悠希
",56,ダ1500,稍,"

**

",1:40.3,3.1,"

**

",11-11-12-12,30.7-40.2,39.9,469(+1),"

 
","


 
",ハクシンエイブル, 
2021/05/05,船橋,曇,2,C3二　三,"

",12,4,4,9.3,4,9,"
矢野貴之
",56,ダ1500,稍,"

**

",1:40.6,2.6,"

**

",9-8-9-11,33.1-39.3,41.0,468(+1),"

 
","


 
",ポロス, 
2021/04/05,船橋,曇,4,C3六　七,"

",12,6,7,15.3,5,2,"
山中悠希
",56,ダ1500,不,"

**

",1:39.1,0.5,"

**

",9-9-9-6,32.1-40.8,40.3,467(-3),"

 
","


 
",ダンスアラウンド,31.2
